"filter_id","year","fundamental_id","fundamental_label","score","percentile","n"
"company=federal|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.32,96.781228075844,29
"company=federal|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.55,71.2750256434748,29
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.42,67.4633783650974,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.12,60.3353816733839,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.34,75.6657596289106,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.31,79.4369257021061,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.85,7.23735677257801,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.28,74.7136485848699,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.28,94.4713774085737,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.56,90.633126044032,50
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.45,65.2278582813272,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.22,75.3982885494385,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.41,77.2432203030989,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.27,67.518969136218,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.14,86.8955986266452,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.35,76.9367012518281,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.2,82.9635576867501,115
"company=industrial_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.64,97.6564342884746,115
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.52,83.9674436067362,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.23,83.1136919404287,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.36,80.1540247885274,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.34,84.2415646757837,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",4.14,90.7579539001144,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.35,87.3924294177106,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.22,88.6560753551657,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.6,98.2931825151965,97
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.6,88.3254113381585,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.36,94.1606154424318,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.5,91.8689286327299,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.46,92.8320676136125,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.26,99.2725805062838,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.47,95.4094653883479,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.26,92.4473882407742,78
"company=financial_solutions|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.56,75.6280312821304,78
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.21,24.5768919690893,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4,29.6555198683915,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.09,15.9703268624728,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.05,32.4160487248479,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.94,27.2119837764541,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.12,28.4284588309528,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",3.88,15.602430242311,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.37,0.428343085592171,120
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.31,34.7377480221153,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.01,25.5443790470209,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.25,36.9114014265158,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.13,40.7060148099387,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",3.98,26.6074043054862,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.19,27.8052182258807,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",3.98,25.4708374595393,153
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.42,5.59564325404111,153
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.41,65.1393111506435,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.05,43.2069630293662,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.28,62.5105228267352,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.09,39.7288168370641,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.93,25.1546154854793,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.11,26.4513423584666,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.04,51.6265252715405,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.49,42.5917893815821,91
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.42,57.998063767616,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.09,44.1926554097544,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.29,47.4250126230262,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.16,46.7220149571382,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.02,40.5463873187898,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.25,44.9764088550316,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.07,49.9320537186756,112
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.6,92.2469482539715,112
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.24,29.4424945053369,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4,30.9963584596603,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.19,36.9372255782462,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.03,29.6671882654315,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",4.03,59.7418960512176,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.15,37.1335011899463,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",3.94,25.2124561681381,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.49,41.6941864220056,252
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.28,28.8959792147556,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.03,29.1310526005826,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.19,21.7574026630206,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.05,24.8250868994279,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",3.95,17.257229954948,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.17,22.7690475532571,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",3.96,20.8816425299822,228
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.47,19.3206730593696,228
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.52,84.9887240320864,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.31,92.8801043243214,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.35,77.852078220544,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.36,86.0958413943436,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",4.09,79.7187881539883,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.33,83.8431386283196,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.19,84.5594079258264,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.57,94.3342802407683,85
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.58,85.7432619306964,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.38,95.5092220149274,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.48,89.4682493495848,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.38,85.2693233660274,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.18,93.6328073746846,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.45,94.0296136934039,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.28,94.0257129847533,63
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.52,54.1864641277244,63
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.37,56.5419866700447,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.15,68.1415310625189,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.31,68.8746641422275,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.27,74.0424126358355,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.96,33.2031198120159,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.24,62.0494862270653,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.23,89.5578428939257,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.46,21.4755423783813,54
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.46,67.2151944371075,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.27,84.1942861870861,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.46,86.0943717878745,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.36,82.7505132438679,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.15,87.9555322142989,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.35,75.0052652383234,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.32,96.6878385664378,58
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.6,90.561557093537,58
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.48,79.2754222733596,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.13,62.2129102154956,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.34,75.293116058488,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.16,53.1645589006067,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.98,43.1108719969598,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.21,54.0516177378157,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.13,73.3976916297835,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.62,99.3638042355425,83
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.49,72.4634612295782,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.16,61.5610454731469,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.33,58.2242048158012,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.27,67.3982903517743,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.06,57.6286015469239,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.31,65.2766157643184,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",4.12,65.2273757357047,77
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.55,70.6287118266441,77
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.16,16.9300054045918,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",3.92,15.3953730226785,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.1,17.4164269289911,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",3.98,21.3060319074299,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",3.93,25.2389659063274,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.08,18.8589380377121,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",3.82,7.03699167691881,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.43,6.44583137163078,304
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.23,20.5711601515941,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",3.96,14.9850779494324,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.17,19.4770559888635,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.03,22.934881764464,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",3.92,10.5421144918813,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.13,13.5282566485767,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Performance development","Performance development",3.89,10.1536727347722,290
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Safety","Safety",4.42,4.63525350336335,290
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Purpose","Purpose",4.36,56.1382126393118,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Strategy","Strategy",4.01,33.3760778963818,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Leadership","Leadership",4.25,53.4662223569711,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Communication","Communication",4.17,55.1647387605969,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Learning & innovation","Learning & innovation",4,48.9334773501282,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Respect, care, and trust","Respect, care, and trust",4.14,33.6741772184566,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Performance development","Performance development",4.03,48.6325007131857,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Safety","Safety",4.4,2.13230203359199,50
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Purpose","Purpose",4.46,65.9991904369588,57
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Strategy","Strategy",4.1,44.508450743871,57
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Leadership","Leadership",4.35,62.8709710728647,57
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Communication","Communication",4.24,61.9479950374151,57
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Learning & innovation","Learning & innovation",4.12,80.0613528020556,57
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Respect, care, and trust","Respect, care, and trust",4.32,67.1604176764267,57
