"filter_id","year","outcome_id","outcome_label","score","percentile","n"
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.30042918454936,86,233
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",66.6666666666667,83,81
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.23376623376623,45,231
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.24755700325733,85,307
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.2987012987013,86,231
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.25609756097561,45,164
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.12946428571429,83,224
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.2797619047619,86,168
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",75,88,36
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.02830188679245,41,106
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.38888888888889,88,144
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.47222222222222,89,108
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.2027027027027,44,666
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.20763187429854,84,891
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.23688155922039,85,667
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",66.6666666666667,83,225
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.16642958748222,43,703
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.27444794952681,85,951
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.3562412342216,87,713
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.1030303030303,42,165
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.23766816143498,85,223
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.33333333333333,87,168
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",56.8965517241379,78,58
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.45930232558139,49,172
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.08898305084746,82,236
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.19318181818182,84,176
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.1588785046729,43,107
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.27777777777778,86,144
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.27777777777778,86,108
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",58.3333333333333,79,36
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.35652173913043,47,115
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.2051282051282,84,156
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.4051724137931,88,116
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.01724137931034,40,116
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.3525641025641,87,156
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.4017094017094,88,117
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",78.3783783783784,89,37
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.1530612244898,43,98
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.17424242424242,83,132
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.29292929292929,86,99
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.42105263157895,48,76
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.13461538461539,83,104
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.24358974358974,85,78
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",41.3793103448276,71,29
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.1566265060241,43,83
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.19642857142857,84,112
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.26190476190476,85,84
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.05263157894737,41,38
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.17307692307692,83,52
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.30769230769231,86,39
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",58.3333333333333,79,12
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.5,50,36
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.16666666666667,83,48
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.16666666666667,83,36
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.14936954413191,43,1031
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.27548806941432,86,1383
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.28792270531401,86,1035
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",63.3495145631068,82,412
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.17934347477982,44,1249
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.28434886499402,86,1674
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.36494023904382,87,1255
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.32340425531915,46,235
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.025,81,320
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.19166666666667,84,240
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",75,88,28
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.37362637362637,47,91
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.24193548387097,85,124
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.3763440860215,88,93
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",59.3406593406593,80,91
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.34172661870504,47,278
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all",2025,"Engagement","Engagement",4.11842105263158,82,380
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all",2025,"Work satisfaction","Work satisfaction",4.24210526315789,85,285
"company=all|department=all|identity=all|location=other_alaska|employee_type=all|tenure=all|work_arrangement=all",2024,"Burnout","Burnout",2.15957446808511,43,94
"company=all|department=all|identity=all|location=other_alaska|employee_type=all|tenure=all|work_arrangement=all",2024,"Engagement","Engagement",4.18897637795276,84,127
"company=all|department=all|identity=all|location=other_alaska|employee_type=all|tenure=all|work_arrangement=all",2024,"Work satisfaction","Work satisfaction",4.30526315789474,86,95
"company=all|department=all|identity=all|location=lower_48_u_s|employee_type=all|tenure=all|work_arrangement=all",2025,"eNPS","eNPS",56.0747663551402,78,107
"company=all|department=all|identity=all|location=lower_48_u_s|employee_type=all|tenure=all|work_arrangement=all",2025,"Burnout","Burnout",2.40366972477064,48,327
